# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "20" "-t" "CDS" "-g" "locus" "-a" "/media/lu/lu202306/ref/PAO1forsRNA.gff" "-o" "counts.txt" "PA0806.1-1.sorted.bam" "PA0806.1-2.sorted.bam" "PA0982.1-1.sorted.bam" "PA0982.1-2.sorted.bam" "PA1014.1-1.sorted.bam" "PA1014.1-2.sorted.bam" "PA1270.1-1.sorted.bam" "PA1270.1-2.sorted.bam" "PA1367.1-1.sorted.bam" "PA1367.1-2.sorted.bam" "PA2734.1-1.sorted.bam" "PA2734.1-2.sorted.bam" "PA2736.2-1.sorted.bam" "PA2736.2-2.sorted.bam" "PA3471.1-1.sorted.bam" "PA3471.1-2.sorted.bam" "PA4639.1-1.sorted.bam" "PA4639.1-2.sorted.bam" "PA4640.1-1.sorted.bam" "PA4640.1-2.sorted.bam" "PA4642.1-1.sorted.bam" "PA4642.1-2.sorted.bam" "WTEV-1-1.sorted.bam" "WTEV-1-2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	PA0806.1-1.sorted.bam	PA0806.1-2.sorted.bam	PA0982.1-1.sorted.bam	PA0982.1-2.sorted.bam	PA1014.1-1.sorted.bam	PA1014.1-2.sorted.bam	PA1270.1-1.sorted.bam	PA1270.1-2.sorted.bam	PA1367.1-1.sorted.bam	PA1367.1-2.sorted.bam	PA2734.1-1.sorted.bam	PA2734.1-2.sorted.bam	PA2736.2-1.sorted.bam	PA2736.2-2.sorted.bam	PA3471.1-1.sorted.bam	PA3471.1-2.sorted.bam	PA4639.1-1.sorted.bam	PA4639.1-2.sorted.bam	PA4640.1-1.sorted.bam	PA4640.1-2.sorted.bam	PA4642.1-1.sorted.bam	PA4642.1-2.sorted.bam	WTEV-1-1.sorted.bam	WTEV-1-2.sorted.bam
PA4403	chromosome	4933866	4936616	-	2751	1219	2853	6229	5845	2197	1188	1053	1049	2521	8193	1633	1470	4173	3323	1135	3196	1873	1237	1378	1237	10519	11536	5784	7951
PA4404	chromosome	4936750	4937673	-	924	67	63	189	190	85	22	50	63	95	108	44	38	106	62	58	58	115	69	59	52	374	399	264	249
PA4405	chromosome	4937820	4938215	+	396	58	35	97	112	134	38	40	44	177	252	125	79	141	144	24	29	60	30	37	57	105	95	143	247
PA4406	chromosome	4938276	4939187	-	912	1079	812	5769	6127	3252	1562	717	611	3475	6799	2597	3535	6174	4549	702	575	1418	755	951	814	5419	5382	5561	8161
PA4407	chromosome	4939300	4940484	-	1185	1891	1428	17988	19278	11410	5571	1219	1035	14500	21839	9652	8973	20386	16947	1139	1195	2573	1283	1539	1287	15455	13166	15647	19842
PA4408	chromosome	4940535	4941788	-	1254	711	574	4195	4064	2338	941	488	473	2968	6427	2198	1442	9344	3468	464	359	893	505	604	460	3783	3861	4254	4234
PA4409	chromosome	4941810	4942673	-	864	252	176	1163	7124	746	359	112	166	864	1078	631	573	1249	997	293	155	307	158	215	195	1068	1032	1357	1604
PA4410	chromosome	4942677	4943636	-	960	303	237	1514	1498	1560	389	267	219	1130	1598	838	760	1900	1677	223	144	424	262	317	227	1382	1469	8336	1643
PA4411	chromosome	4943633	4945075	-	1443	690	590	3363	3742	1801	812	538	450	2324	2705	1379	2279	3566	3098	509	424	960	465	658	580	3232	3257	2703	3465
PA4412	chromosome	4945068	4946141	-	1074	254	186	1060	1136	595	264	183	154	640	935	483	459	973	980	189	109	325	151	163	170	923	1035	753	817
PA4413	chromosome	4946131	4947330	-	1200	212	178	727	937	481	202	131	104	485	597	411	248	654	527	170	103	556	140	142	172	644	691	890	727
PA4414	chromosome	4947330	4948676	-	1347	312	255	2042	2210	885	438	288	260	974	1431	847	619	1800	1550	236	193	473	281	298	318	1793	1936	1220	1425
PA4415	chromosome	4948690	4949772	-	1083	218	143	926	1075	1139	261	128	152	447	725	396	379	851	609	126	110	298	176	194	177	946	867	542	909
PA4416	chromosome	4949772	4951148	-	1377	476	288	3552	2173	980	416	276	207	1098	1493	734	665	2160	1641	226	253	540	281	314	366	1811	1891	1376	1551
PA4417	chromosome	4951141	4952604	-	1464	525	398	2873	3073	1414	539	341	289	1531	2039	1238	1102	3021	2039	268	237	699	349	423	376	2399	2486	2035	2147
PA4418	chromosome	4952604	4954343	-	1740	405	268	1969	1899	874	448	231	200	937	1279	725	566	1570	1467	209	176	553	226	308	300	1637	1722	1540	1656
PA4419	chromosome	4954340	4954633	-	294	24	18	67	121	70	39	23	19	38	73	49	59	110	70	18	18	46	21	13	11	103	117	49	87
PA4420	chromosome	4954630	4955571	-	942	201	173	1323	1532	776	361	159	150	867	1139	563	545	1228	927	152	143	318	156	306	169	1586	1435	928	1070
PA4421	chromosome	4955574	4956029	-	456	180	131	569	633	536	229	141	142	375	635	300	263	850	615	110	82	253	148	212	230	752	715	543	762
PA4421.1	chromosome	4956328	4956536	+	209	91125	28198	129255	149865	237775	105011	29026	22410	156770	293866	138423	125593	170290	140256	32557	21313	79801	26063	53541	37936	141691	129205	181943	169428
PA4422	chromosome	4956734	4957582	-	849	48	19	137	139	74	37	25	34	91	81	65	31	109	115	30	25	49	33	39	17	169	238	216	177
PA4423	chromosome	4957709	4959523	+	1815	311	228	1433	1688	773	346	332	262	909	1186	598	482	1541	1194	309	208	454	325	310	382	2317	2137	2185	2295
PA4424	chromosome	4959520	4959897	+	378	54	40	117	168	60	36	28	28	75	94	39	34	60	59	28	44	41	30	28	33	194	228	116	137
PA4425	chromosome	4959926	4960519	+	594	189	155	908	931	321	143	169	115	356	615	239	196	426	432	170	157	294	191	191	191	1229	1135	1584	1294
PA4426	chromosome	4960516	4961094	+	579	116	123	785	870	251	133	96	125	311	334	175	136	396	298	224	70	164	113	131	131	1017	961	991	912
PA4427	chromosome	4961151	4961558	-	408	91	67	320	338	106	54	31	198	93	123	81	59	128	101	42	59	66	48	69	48	358	413	469	495
PA4428	chromosome	4961570	4962187	-	618	86	81	216	296	64	38	58	41	86	95	52	65	79	105	71	75	83	93	91	136	380	353	431	426
PA4429	chromosome	4962273	4963055	-	783	628	464	4973	5276	1104	434	367	409	1030	1227	854	768	1504	1285	420	310	769	395	482	496	5958	5652	2883	4802
PA4430	chromosome	4963055	4964266	-	1212	903	740	7036	7846	1437	608	582	570	1384	1738	1191	992	2127	1867	651	482	1111	638	739	702	9226	9420	6205	7007
PA4431	chromosome	4964266	4964859	-	594	691	544	3435	3742	1038	445	519	445	3330	1622	791	734	1794	1619	577	463	831	641	696	635	5261	5113	5765	4505
PA4432	chromosome	4965109	4965501	-	393	582	783	1096	1143	607	224	468	527	415	513	327	433	954	636	477	354	758	476	511	495	4027	4139	1899	2578
PA4433	chromosome	4965516	4965944	-	429	1737	1597	1401	11059	856	394	1281	1301	744	1047	703	540	1578	1206	1412	1190	2124	1769	1689	1778	5654	5297	3708	6177
PA4434	chromosome	4966190	4967227	+	1038	116	126	1319	1461	251	123	96	74	308	394	211	208	516	444	143	128	229	147	181	168	1314	1223	580	887
PA4435	chromosome	4967313	4968458	-	1146	40	27	390	372	143	45	21	14	88	151	75	51	209	167	39	24	51	24	34	25	321	356	235	267
PA4436	chromosome	4968712	4969611	+	900	47	39	106	128	60	35	36	10	82	113	65	40	116	76	14	12	32	38	20	37	209	188	144	203
PA4437	chromosome	4969770	4970732	+	963	20	2	30	32	14	8	0	10	25	33	18	17	18	47	2	1	15	8	4	13	43	47	74	33
PA4438	chromosome	4970797	4971891	-	1095	137	176	88	96	70	30	100	87	79	87	44	40	146	116	136	113	172	153	143	167	262	296	358	581
PA4439	chromosome	4971986	4973332	-	1347	218	282	1270	1384	369	205	207	206	478	710	278	302	689	578	234	206	1687	217	323	306	2100	2250	910	1361
PA4440	chromosome	4973400	4974029	-	630	88	52	317	361	157	86	50	53	241	243	126	109	251	215	69	51	139	78	73	71	597	583	421	465
PA4441	chromosome	4974174	4974620	+	447	232	215	687	740	971	472	269	197	983	1413	701	643	1187	1192	219	186	380	287	390	324	1267	1087	3182	1624
PA4442	chromosome	4974694	4976595	-	1902	183	207	1834	1945	211	98	168	129	176	250	174	108	344	247	185	176	266	221	1657	203	2663	2711	459	655
PA4443	chromosome	4976607	4977524	-	918	109	89	551	512	108	46	69	74	115	141	99	78	166	129	90	70	136	99	125	104	935	912	252	404
PA4444	chromosome	4977869	4978972	+	1104	63	49	336	356	315	116	37	68	380	501	227	227	399	371	52	49	73	49	76	61	442	402	483	631
PA4445	chromosome	4978959	4979717	-	759	9	10	117	133	75	33	30	27	84	96	56	53	117	81	18	27	28	34	29	44	190	154	115	129
PA4446	chromosome	4979834	4981003	+	1170	128	111	208	261	202	82	85	87	314	402	238	116	398	295	94	70	95	65	134	82	338	366	455	503
PA4447	chromosome	4981046	4982101	-	1056	79	98	574	699	150	49	52	78	102	167	73	105	189	125	82	68	149	57	100	86	801	811	385	540
PA4448	chromosome	4982104	4983426	-	1323	176	127	674	743	345	165	135	116	384	534	239	228	512	402	99	110	180	116	174	144	1028	1144	795	955
PA4449	chromosome	4983552	4984187	-	636	167	194	628	673	256	119	180	162	281	421	489	189	535	364	196	128	290	203	215	188	1043	1061	921	962
PA4450	chromosome	4984205	4985470	-	1266	580	599	1804	1813	679	317	512	494	731	1318	553	488	1555	1256	562	382	770	600	598	591	3106	4541	2263	4394
PA4451	chromosome	4985491	4985730	-	240	293	231	130	215	131	68	97	90	117	221	91	105	199	141	132	87	239	126	152	164	276	316	483	523
PA4452	chromosome	4985847	4986155	-	309	43	34	915	221	89	43	37	29	97	185	108	48	103	100	27	35	55	32	31	33	281	328	205	187
PA4453	chromosome	4986152	4986799	-	648	264	149	2857	1608	527	224	152	202	555	690	362	319	786	590	204	163	328	162	280	234	2271	2224	918	1584
PA4454	chromosome	4986811	4987284	-	474	63	53	329	446	156	83	38	37	463	255	90	104	208	188	58	32	106	52	56	66	502	579	253	465
PA4455	chromosome	4987285	4988082	-	798	64	60	229	223	174	72	50	61	159	184	122	94	215	145	60	34	108	77	64	67	433	419	481	403
PA4456	chromosome	4988082	4988891	-	810	314	177	284	324	299	9432	113	108	363	445	236	156	415	332	144	98	265	184	248	194	474	579	702	865
PA4457	chromosome	4989305	4990285	+	981	377	418	749	739	493	268	358	303	467	795	382	340	998	824	381	342	613	386	510	533	1438	1331	1470	3812
PA4458	chromosome	4990285	4990824	+	540	113	134	329	348	181	97	87	114	140	213	113	121	398	278	143	96	215	154	144	126	560	588	408	547
PA4459	chromosome	4990833	4991405	+	573	153	160	537	497	291	113	162	152	241	367	167	144	443	315	183	107	244	161	247	172	657	688	583	879
PA4460	chromosome	4991392	4991919	+	528	312	278	751	820	356	170	312	259	314	554	310	288	611	541	277	200	400	269	376	347	1127	1328	1112	1529
PA4461	chromosome	4991919	4992644	+	726	366	319	1120	1084	662	241	308	338	631	966	450	548	1210	824	360	310	616	334	476	423	1435	1455	2314	2320
PA4462	chromosome	4992870	4994363	+	1494	591	474	1298	1720	961	447	467	387	1088	1578	827	592	1228	1017	362	317	684	389	492	512	2018	1984	977	2003
PA4463	chromosome	4994441	4994749	+	309	1625	947	12662	12060	8466	2918	1012	774	5218	7928	4064	4279	15634	6537	1036	714	2277	943	1509	2400	8016	19817	5000	7595
PA4464	chromosome	4994763	4995227	+	465	403	371	6535	3477	1447	635	370	314	2034	2186	1012	907	1943	5230	307	233	600	330	530	495	4373	4941	1735	2315
PA4465	chromosome	4995229	4996089	+	861	507	505	2363	2692	893	411	459	482	964	1981	626	608	1091	973	562	427	923	532	857	2135	3646	3533	1267	1767
PA4466	chromosome	4996119	4996391	+	273	79	104	436	302	181	76	54	78	207	695	134	107	180	191	85	81	114	87	90	85	438	392	172	270
PA4467	chromosome	4996488	4997420	-	933	9	11	41	60	14	9	24	7	26	49	7	22	48	21	23	7	29	12	19	8	82	52	31	36
PA4468	chromosome	4997439	4998050	-	612	7	10	72	68	17	8	6	3	18	27	15	8	29	47	8	6	8	0	4	9	94	133	34	32
PA4469	chromosome	4998063	4998512	-	450	3	4	20	35	10	4	0	4	11	20	5	7	10	17	0	2	5	8	0	2	41	52	6	13
PA4470	chromosome	4998540	4999916	-	1377	13	10	120	141	35	19	4	6	35	84	26	31	39	39	7	14	28	10	6	11	305	323	35	42
PA4471	chromosome	4999909	5000304	-	396	2	4	8	10	2	2	1	0	10	20	6	0	7	4	2	0	3	2	3	0	3	26	6	14
PA4472	chromosome	5000452	5001801	-	1350	149	138	1053	1000	532	221	114	80	847	989	519	465	1084	936	80	93	209	81	135	98	842	867	373	542
PA4473	chromosome	5001822	5002424	+	603	108	69	322	466	212	106	75	68	265	332	161	120	321	308	98	63	157	146	101	97	527	505	536	688
PA4474	chromosome	5002455	5003897	-	1443	226	136	1646	1819	870	337	1333	96	880	1373	709	632	1582	1235	163	103	332	131	594	187	1334	1371	791	895
PA4475	chromosome	5003900	5004748	-	849	91	63	650	744	364	167	54	84	397	536	310	255	527	349	59	34	97	104	76	66	517	566	382	410
PA4476	chromosome	5004798	5008628	-	3831	250	215	1074	1129	477	185	196	168	475	807	303	301	721	603	192	138	325	178	278	229	991	1196	1320	1164
PA4477	chromosome	5008643	5010100	-	1458	151	104	1230	1351	540	235	134	126	626	937	373	392	872	788	115	126	229	113	167	166	1276	1308	1454	1250
PA4478	chromosome	5010134	5010739	-	606	58	30	255	341	156	83	27	18	201	311	136	143	255	205	31	28	43	32	48	48	276	275	418	384
PA4479	chromosome	5010828	5011322	-	495	47	49	128	99	42	16	54	45	46	43	20	12	95	62	27	27	75	37	47	50	186	204	198	134
PA4480	chromosome	5011322	5012314	-	993	197	205	290	229	141	47	141	213	153	208	116	116	235	502	205	154	271	210	149	215	466	520	727	711
PA4481	chromosome	5012394	5013431	-	1038	546	568	629	642	452	292	497	499	557	852	450	527	990	794	494	470	882	537	655	659	1268	1203	1386	2389
PA4482	chromosome	5013671	5013961	+	291	158	167	404	449	107	71	161	152	136	207	80	82	239	231	151	107	216	205	180	227	1262	837	534	1239
PA4483	chromosome	5013974	5015428	+	1455	653	570	2689	2910	528	280	672	518	837	813	504	643	1483	1100	634	467	797	572	690	650	5222	4504	2651	2847
PA4484	chromosome	5015535	5016980	+	1446	558	472	3607	3637	535	242	419	331	534	762	430	390	1281	1006	507	322	713	426	538	518	180352	7254	2497	3245
PA4485	chromosome	5017040	5017417	+	378	21	19	83	120	39	16	32	34	35	55	38	36	70	66	24	22	53	28	38	38	143	155	186	171
PA4486	chromosome	5017449	5017835	+	387	31	23	202	246	90	27	41	17	89	126	61	74	113	81	42	35	52	43	37	35	260	242	144	217
PA4487	chromosome	5017960	5018751	-	792	132	64	730	850	170	69	85	52	175	244	158	201	287	202	79	54	147	61	69	92	680	724	593	610
PA4488	chromosome	5018756	5020405	-	1650	128	78	394	373	166	67	73	60	195	300	135	110	359	200	85	67	178	89	69	96	435	464	570	477
PA4489	chromosome	5020402	5024952	-	4551	719	541	4578	5230	972	447	1704	438	2460	1494	814	740	1880	1550	1334	359	1060	494	602	476	4670	4606	3833	4124
PA4490	chromosome	5024979	5025617	-	639	87	89	454	511	115	46	67	69	124	202	78	74	203	154	47	68	132	40	67	76	524	561	457	433
PA4491	chromosome	5025614	5027383	-	1770	331	233	2515	2575	1821	291	446	218	702	876	633	426	902	814	192	161	409	230	265	276	2327	2321	1696	1778
PA4492	chromosome	5027422	5028231	-	810	130	118	304	10963	254	93	122	110	212	348	163	155	653	209	87	107	205	159	146	176	485	422	449	575
PA4493	chromosome	5028394	5028954	-	561	345	285	1368	1683	605	276	257	216	820	1228	635	447	1200	1044	253	206	414	256	358	350	1299	1338	1146	1367
PA4494	chromosome	5028980	5030248	-	1269	399	400	889	942	591	274	386	282	540	860	433	375	764	747	349	252	431	331	482	445	1365	1345	795	1153
PA4495	chromosome	5030525	5031235	+	711	348	223	4192	4547	2353	1290	245	212	2926	5264	2049	2072	4359	3840	2627	544	459	207	310	230	2358	2594	3223	4314
PA4496	chromosome	5031488	5033101	+	1614	117	80	15423	13763	2474	595	93	41	1292	1882	664	794	3282	1313	70	68	155	59	532	76	5951	5445	1324	1756
PA4497	chromosome	5033194	5034792	+	1599	52	37	2818	3991	423	167	50	29	473	3280	269	198	624	500	31	31	74	19	45	44	1094	935	534	598
PA4498	chromosome	5034860	5036077	-	1218	102	44	4977	2465	241	132	76	55	287	390	145	215	350	262	33	57	110	43	62	46	1444	1217	1165	1063
PA4499	chromosome	5036245	5036808	+	564	59	58	368	321	320	129	68	48	327	439	216	199	356	375	51	30	109	58	224	77	420	472	543	589
PA4500	chromosome	5037074	5038675	+	1602	252	142	44873	13199	2895	504	236	157	945	1341	660	502	1196	1194	167	108	326	142	217	197	7304	6617	6944	9076
PA4501	chromosome	5038901	5040355	+	1455	29	21	123105	17201	115	60	66	31	165	202	107	70	185	157	31	17	48	17	20	33	13127	2118	1037	1131
PA4502	chromosome	5040405	5042000	+	1596	100	77	245194	66387	469	224	129	77	512	711	305	299	635	612	59	63	120	63	124	95	4720	4770	1296	1496
PA4503	chromosome	5042068	5043078	+	1011	73	36	7534	10997	260	118	60	53	312	373	187	150	355	268	60	30	111	57	88	80	1790	2075	530	667
PA4504	chromosome	5043090	5044001	+	912	30	51	7804	14001	203	83	52	34	1245	267	149	138	301	295	27	33	74	44	39	43	1724	2831	425	465
PA4505	chromosome	5044054	5045028	+	975	74	52	10827	86410	234	116	86	38	276	390	155	177	346	353	51	29	74	51	72	84	2164	2148	537	715
PA4506	chromosome	5045028	5045999	+	972	80	47	9156	9920	264	111	70	63	264	402	190	163	383	1734	53	34	100	73	88	72	1858	1779	512	553
PA4507	chromosome	5046032	5046664	-	633	34	48	452	772	55	21	21	30	64	102	37	21	71	61	23	8	32	28	38	22	276	310	158	178
PA4508	chromosome	5046806	5047279	+	474	16	9	91	91	29	4	8	5	22	33	9	14	19	30	4	2	2	1	0	3	68	72	30	36
PA4509	chromosome	5047284	5048213	-	930	25	6	179	172	64	39	8	13	58	113	34	37	69	79	8	11	26	15	11	8	127	151	118	67
PA4510	chromosome	5048210	5048887	-	678	32	10	165	197	82	32	16	16	74	104	29	50	106	97	9	17	23	16	21	21	179	153	115	114
PA4511	chromosome	5048884	5049639	-	756	53	23	219	3198	94	42	40	20	108	120	52	50	116	545	49	45	78	22	47	53	247	290	152	193
PA4512	chromosome	5049769	5050668	+	900	127	97	159	168	177	98	82	75	151	239	89	85	215	113	74	74	165	88	150	114	309	407	590	643
PA4513	chromosome	5050848	5053400	-	2553	14	28	69	60	36	23	13	20	79	86	22	37	66	89	8	20	23	11	12	19	197	208	105	76
PA4514	chromosome	5053616	5055877	-	2262	27	23	174	205	105	29	39	24	94	150	65	58	140	83	12	26	22	36	42	35	813	874	166	176
PA4515	chromosome	5056095	5056775	+	681	26	10	67	75	59	34	22	12	59	90	25	28	40	46	14	4	33	17	9	32	180	179	197	224
PA4516	chromosome	5056778	5057593	+	816	11	30	91	121	48	6	15	11	66	69	43	40	71	42	6	14	25	14	15	14	173	181	139	110
PA4517	chromosome	5057716	5059518	+	1803	36	31	169	147	158	82	41	35	216	353	125	116	1113	234	44	8	74	28	55	33	226	206	2235	8620
PA4518	chromosome	5059574	5059999	-	426	42	15	195	221	43	24	28	29	40	96	27	37	98	55	21	6	43	16	29	20	118	175	144	155
PA4519	chromosome	5060115	5061278	-	1164	88	82	395	451	580	340	87	74	708	928	465	346	730	609	69	72	136	90	90	89	526	504	520	971
PA4520	chromosome	5061730	5063751	-	2022	115	66	766	851	323	159	65	87	317	466	179	191	431	414	100	50	90	82	85	64	780	804	672	702
PA4521	chromosome	5063941	5064777	-	837	25	26	287	275	171	90	25	15	187	306	172	143	305	204	10	15	58	14	24	17	341	349	306	246
PA4522	chromosome	5064774	5065340	-	567	24	32	103	119	71	32	26	17	53	114	48	38	74	61	23	14	42	38	19	28	160	140	99	126
PA4523	chromosome	5065491	5067746	-	2256	432	282	2108	2181	2585	1075	246	227	2282	3209	1789	1541	3181	2454	283	190	621	248	340	310	2199	2468	1485	1851
PA4524	chromosome	5068032	5068880	+	849	89	43	264	229	151	108	54	68	222	311	564	149	340	268	44	51	112	74	86	62	275	284	415	350
PA4525	chromosome	5069082	5069531	-	450	5392	3955	9999	10820	14924	6333	3043	3966	14128	36100	29757	7694	10350	8790	3084	2354	6431	3050	3560	3229	28218	52025	16678	49840
PA4526	chromosome	5069763	5071463	+	1701	638	1254	1409	1444	1489	1015	522	512	1732	2416	1015	868	1234	1198	536	388	848	580	595	589	2532	2353	2067	3663
PA4528	chromosome	5072695	5073567	+	873	218	217	390	431	286	146	194	142	624	457	209	226	427	319	179	168	376	205	246	246	751	808	667	1112
PA4529	chromosome	5073564	5074175	+	612	128	100	369	454	217	97	145	127	258	373	759	209	398	328	101	74	193	101	121	95	574	605	417	527
PA4530	chromosome	5074172	5074372	+	201	32	33	81	126	68	52	24	11	59	86	58	38	93	93	30	21	22	39	26	28	130	95	128	129
PA4531	chromosome	5074409	5074618	-	210	22	28	61	51	59	9	23	28	51	59	41	49	104	65	26	41	35	32	35	23	67	47	26	65
PA4532	chromosome	5074724	5075413	-	690	35	17	176	141	85	119	21	11	88	117	67	55	108	110	28	8	36	28	45	31	155	198	143	158
PA4533	chromosome	5075410	5075880	-	471	26	20	149	156	88	30	15	14	75	89	59	61	123	141	25	11	45	16	24	21	120	134	145	174
PA4534	chromosome	5075877	5076302	-	426	41	11	116	133	111	41	28	29	108	111	58	65	114	102	15	10	51	17	28	6	128	126	211	185
PA4535	chromosome	5076435	5077064	+	630	59	46	473	541	238	126	40	40	165	272	171	160	261	314	50	30	70	31	56	61	429	496	253	293
PA4536	chromosome	5077061	5077510	+	450	39	8	198	243	103	40	11	8	113	122	84	74	163	156	22	19	43	19	49	36	166	161	147	96
PA4537	chromosome	5077536	5077706	+	171	19	11	135	100	66	49	13	4	82	111	61	34	103	93	19	7	14	8	8	28	77	84	132	162
PA4538	chromosome	5077770	5079077	+	1308	233	201	1556	1595	4678	175	187	147	415	720	312	271	658	519	211	179	345	201	266	270	1719	1713	527	654
PA4539	chromosome	5079117	5080208	-	1092	73	72	179	252	152	59	34	47	96	134	79	65	170	147	43	41	63	33	44	69	284	271	155	163
PA4540	chromosome	5080757	5082394	+	1638	2	0	27	29	16	6	4	0	14	35	18	19	18	25	0	6	7	4	5	0	35	43	43	28
PA4541	chromosome	5082443	5086696	+	4254	44	21	326	322	225	97	26	23	200	250	121	138	261	224	29	39	92	32	41	35	350	353	184	249
PA4542	chromosome	5087408	5089972	-	2565	779	571	13156	42176	1687	5750	577	417	1928	2875	1398	1299	3066	2402	448	393	1192	416	683	533	13955	19794	1481	1845
PA4543	chromosome	5090128	5090856	-	729	65	42	119	165	66	17	32	34	66	93	52	64	137	100	36	39	65	35	33	55	237	150	174	156
PA4544	chromosome	5090853	5091815	-	963	175	173	333	418	246	133	166	154	250	352	158	170	445	354	160	131	310	153	236	165	582	590	762	799
PA4545	chromosome	5091961	5092986	+	1026	207	208	336	369	293	178	231	204	409	466	188	203	543	429	224	243	354	297	353	333	751	678	1084	1739
PA4546	chromosome	5093378	5094970	+	1593	62	56	252	306	132	72	44	38	128	202	83	109	209	122	53	42	120	51	75	52	373	435	282	421
PA4547	chromosome	5094985	5096322	+	1338	110	70	686	1777	195	121	69	40	277	340	164	155	400	348	76	60	104	94	90	72	703	662	384	606
PA4548	chromosome	5096368	5097462	-	1095	56	36	239	242	219	102	31	26	213	324	137	135	353	177	50	40	108	25	41	50	418	388	969	600
PA4549	chromosome	5097597	5098106	+	510	8	0	5	8	4	2	0	2	14	11	8	1	6	8	0	0	3	0	0	0	6	7	14	16
PA4550	chromosome	5098212	5098718	+	507	108	46	270	284	137	109	65	27	150	231	114	115	244	257	46	29	143	51	65	50	535	451	383	813
PA4551	chromosome	5098709	5099266	+	558	94	43	304	261	147	61	40	55	115	175	116	84	203	157	50	31	162	49	57	48	492	468	522	695
PA4552	chromosome	5099263	5100087	+	825	187	73	500	538	237	125	109	79	210	333	179	157	341	357	105	45	168	81	82	95	628	696	847	1061
PA4553	chromosome	5100084	5100671	+	588	106	48	329	345	123	57	66	45	138	193	116	93	1008	227	45	41	125	54	58	59	370	387	400	589
PA4554	chromosome	5100683	5104168	+	3486	848	533	3400	3226	1387	570	651	540	1186	1786	1049	854	1764	1693	642	423	1176	485	610	643	3860	7236	5749	8988
PA4555	chromosome	5104170	5104517	+	348	68	42	250	219	172	78	30	36	167	170	86	96	165	183	41	34	51	36	37	30	278	278	446	666
PA4556	chromosome	5104514	5104939	+	426	120	109	490	526	323	160	78	97	337	10317	239	237	419	435	72	63	140	79	107	95	547	478	12499	1584
PA4557	chromosome	5104986	5105930	-	945	122	134	649	651	198	86	144	113	165	244	161	134	213	236	143	109	228	108	203	159	949	911	924	1236
PA4558	chromosome	5106016	5106456	-	441	108	92	598	652	152	78	109	77	127	194	82	85	164	101	92	60	158	87	128	101	809	796	404	600
PA4559	chromosome	5106449	5106958	-	510	129	68	420	501	64	29	46	39	90	120	47	42	142	130	76	34	112	58	72	172	591	571	258	361
PA4560	chromosome	5106951	5109782	-	2832	787	662	4959	5329	1109	433	618	611	1106	1478	883	719	9576	1470	677	503	1108	717	888	704	6778	6603	3267	3671
PA4561	chromosome	5109806	5110744	-	939	78	108	311	359	155	64	121	85	191	240	126	91	238	221	84	101	153	110	122	137	537	486	451	509
PA4562	chromosome	5110841	5112379	-	1539	47	29	69	71	94	38	15	23	117	99	42	56	72	83	25	11	69	34	22	26	97	117	149	219
PA4563	chromosome	5112663	5112938	+	276	648	657	546	510	687	291	567	547	543	781	385	396	25456	782	618	516	888	655	739	729	1849	1648	30754	5136
PA4564	chromosome	5113005	5113469	-	465	53	45	346	378	114	206	43	40	130	165	102	104	190	158	22	40	57	35	56	39	344	415	381	228
PA4565	chromosome	5113481	5114599	-	1119	229	198	1463	1598	561	196	168	147	595	766	432	403	1043	737	201	120	376	173	240	180	1761	1906	1579	1169
PA4566	chromosome	5114670	5115890	-	1221	379	260	1175	1300	508	221	246	243	563	845	479	371	982	910	259	226	432	295	270	280	2032	2069	1381	1587
PA4567	chromosome	5116032	5116289	-	258	625	466	790	1022	443	164	363	409	1056	611	437	384	736	638	350	287	675	397	473	500	3277	3085	1266	2156
PA4568	chromosome	5116313	5116624	-	312	1925	1720	16736	1203	678	306	1082	1592	644	863	542	431	1119	936	1386	13299	3608	1437	1835	2397	4628	4434	3674	4488
PA4569	chromosome	5116865	5117833	+	969	240	198	341	428	419	193	229	225	494	555	302	300	615	526	294	212	368	262	359	307	720	580	826	1342
PA4570	chromosome	5117971	5118195	+	225	1	6	10	25	18	14	2	3	31	25	10	10	12	16	12	2	6	4	11	2	37	32	30	20
